strain	aligned_row	date	conc	embryoID	channel	intensity	normalized_intensity
wNT002	165	220914	0uM	18	ch2	3114.0771	0.674273915202066
wNT002	166	220914	0uM	18	ch2	3116.939	0.674893586602597
wNT002	-166	220914	0uM	18	ch1	4601.6377	0.993704467503404
wNT002	-165	220914	0uM	18	ch1	4563.9883	0.985574236612167
wNT002	-164	220914	0uM	18	ch1	4526.6313	0.977507148281305
wNT002	-163	220914	0uM	18	ch1	4488.6353	0.969302070565765
wNT002	-162	220914	0uM	18	ch1	4469.3179	0.965130558610238
wNT002	-161	220914	0uM	18	ch1	4466.8975	0.964607883325927
wNT002	-160	220914	0uM	18	ch1	4487.8789	0.969138729140771
wNT002	-159	220914	0uM	18	ch1	4507.1406	0.973298212913627
wNT002	-158	220914	0uM	18	ch1	4521.4175	0.976381249918496
wNT002	-157	220914	0uM	18	ch1	4516.9126	0.975408435553806
wNT002	-156	220914	0uM	18	ch1	4498.2568	0.971379793358692
wNT002	-155	220914	0uM	18	ch1	4467.5269	0.964743799630647
wNT002	-154	220914	0uM	18	ch1	4414.2129	0.953230863707753
wNT002	-153	220914	0uM	18	ch1	4368.6494	0.943391615931881
wNT002	-152	220914	0uM	18	ch1	4366.1724	0.942856718113653
wNT002	-151	220914	0uM	18	ch1	4344.5493	0.938187299860392
wNT002	-150	220914	0uM	18	ch1	4377.4595	0.945294120279225
wNT002	-149	220914	0uM	18	ch1	4405.4307	0.951334384249036
wNT002	-148	220914	0uM	18	ch1	4435.4697	0.957821181003881
wNT002	-147	220914	0uM	18	ch1	4447.2705	0.960369514541768
wNT002	-146	220914	0uM	18	ch1	4497.292	0.971171448822953
wNT002	-145	220914	0uM	18	ch1	4591.9443	0.991611218205378
wNT002	-144	220914	0uM	18	ch1	4666.4048	1.00769065259947
wNT002	-143	220914	0uM	18	ch1	4669.0273	1.00825697053581
wNT002	-142	220914	0uM	18	ch1	4628.6689	0.999541742394032
wNT002	-141	220914	0uM	18	ch1	4607.5391	0.994978850218176
wNT002	-140	220914	0uM	18	ch1	4616.603	0.9969361616169
wNT002	-139	220914	0uM	18	ch1	4607.8696	0.995050220314634
wNT002	-138	220914	0uM	18	ch1	4562.1279	0.985172490992049
wNT002	-137	220914	0uM	18	ch1	4527.2676	0.977644554612245
wNT002	-136	220914	0uM	18	ch1	4513.9888	0.974777053139218
wNT002	-135	220914	0uM	18	ch1	4484.2783	0.968361194589172
wNT002	-134	220914	0uM	18	ch1	4481.3071	0.967719576342293
wNT002	-133	220914	0uM	18	ch1	4467.2759	0.964689597227589
wNT002	-132	220914	0uM	18	ch1	4452.5327	0.961505864682696
wNT002	-131	220914	0uM	18	ch1	4463.0967	0.963787116419378
wNT002	-130	220914	0uM	18	ch1	4510.313	0.973983279461284
wNT002	-129	220914	0uM	18	ch1	4540.9668	0.980602839711748
wNT002	-128	220914	0uM	18	ch1	4542.5391	0.980942371338555
wNT002	-127	220914	0uM	18	ch1	4539.4868	0.98028323988495
wNT002	-126	220914	0uM	18	ch1	4575.3608	0.988030080551528
wNT002	-125	220914	0uM	18	ch1	4647.2832	1.00356142283725
wNT002	-124	220914	0uM	18	ch1	4727.4331	1.02086945943038
wNT002	-123	220914	0uM	18	ch1	4752.0942	1.02619492111189
wNT002	-122	220914	0uM	18	ch1	4697.2651	1.01435480566361
wNT002	-121	220914	0uM	18	ch1	4640.7095	1.00214185974169
wNT002	-120	220914	0uM	18	ch1	4618.791	0.99740865109057
wNT002	-119	220914	0uM	18	ch1	4633.3667	1.00055621270912
wNT002	-118	220914	0uM	18	ch1	4669.6821	1.00839837186458
wNT002	-117	220914	0uM	18	ch1	4672.6143	1.00903156822413
wNT002	-116	220914	0uM	18	ch1	4670.0503	1.00847788311879
wNT002	-115	220914	0uM	18	ch1	4626.8701	0.999153299036976
wNT002	-114	220914	0uM	18	ch1	4575.9707	0.988161785912585
wNT002	-113	220914	0uM	18	ch1	4561.0034	0.984929659907431
wNT002	-112	220914	0uM	18	ch1	4595.3125	0.992338566946337
wNT002	-111	220914	0uM	18	ch1	4623.376	0.998398762716156
wNT002	-110	220914	0uM	18	ch1	4671.2202	1.00873051814404
wNT002	-109	220914	0uM	18	ch1	4724.2246	1.0201765972383
wNT002	-108	220914	0uM	18	ch1	4767.9727	1.02962381695636
wNT002	-107	220914	0uM	18	ch1	4797.7266	1.03604904755538
wNT002	-106	220914	0uM	18	ch1	4796.707	1.03582886918821
wNT002	-105	220914	0uM	18	ch1	4797.2646	1.03594928058242
wNT002	-104	220914	0uM	18	ch1	4790.0059	1.03438179459406
wNT002	-103	220914	0uM	18	ch1	4788.3535	1.03402496570635
wNT002	-102	220914	0uM	18	ch1	4820.4146	1.04094842652185
wNT002	-101	220914	0uM	18	ch1	4872.7178	1.05224308440088
wNT002	-100	220914	0uM	18	ch1	4912.5425	1.06084306225376
wNT002	-99	220914	0uM	18	ch1	4972.4639	1.07378283864664
wNT002	-98	220914	0uM	18	ch1	5008.7939	1.0816281506112
wNT002	-97	220914	0uM	18	ch1	4987.7812	1.07709054569192
wNT002	-96	220914	0uM	18	ch1	4927.3149	1.06403310041686
wNT002	-95	220914	0uM	18	ch1	4869.562	1.05156160255398
wNT002	-94	220914	0uM	18	ch1	4863.8784	1.05033425284075
wNT002	-93	220914	0uM	18	ch1	4923.9878	1.06331462704947
wNT002	-92	220914	0uM	18	ch1	5003.3931	1.08046187037839
wNT002	-91	220914	0uM	18	ch1	4982.0537	1.07585371595679
wNT002	-90	220914	0uM	18	ch1	4908.0776	1.05987888572223
wNT002	-89	220914	0uM	18	ch1	4831.8916	1.04342683680034
wNT002	-88	220914	0uM	18	ch1	4835.5063	1.04420741618812
wNT002	-87	220914	0uM	18	ch1	4907.6382	1.059783999125
wNT002	-86	220914	0uM	18	ch1	4966.6152	1.07251983627705
wNT002	-85	220914	0uM	18	ch1	4974.5186	1.07422654254132
wNT002	-84	220914	0uM	18	ch1	4980.6304	1.07554636025849
wNT002	-83	220914	0uM	18	ch1	4992.3735	1.07808223372205
wNT002	-82	220914	0uM	18	ch1	4929.7119	1.06455072256877
wNT002	-81	220914	0uM	18	ch1	4851.0195	1.04755742702128
wNT002	-80	220914	0uM	18	ch1	4811.5098	1.03902547210451
wNT002	-79	220914	0uM	18	ch1	4809.8237	1.03866136584237
wNT002	-78	220914	0uM	18	ch1	4812.2656	1.03918868396201
wNT002	-77	220914	0uM	18	ch1	4803.333	1.03725972625062
wNT002	-76	220914	0uM	18	ch1	4771.4688	1.03037878516883
wNT002	-75	220914	0uM	18	ch1	4737.75	1.02309735095274
wNT002	-74	220914	0uM	18	ch1	4716.9624	1.01860835543954
wNT002	-73	220914	0uM	18	ch1	4729.5801	1.02133309512507
wNT002	-72	220914	0uM	18	ch1	4756.3418	1.0271121726148
wNT002	-71	220914	0uM	18	ch1	4769.2896	1.02990819601846
wNT002	-70	220914	0uM	18	ch1	4778.498	1.03189671158946
wNT002	-69	220914	0uM	18	ch1	4787.8945	1.03392584657088
wNT002	-68	220914	0uM	18	ch1	4779.3706	1.03208514591977
wNT002	-67	220914	0uM	18	ch1	4826.2524	1.04220907508191
wNT002	-66	220914	0uM	18	ch1	4937.0439	1.06613403738639
wNT002	-65	220914	0uM	18	ch1	5030.3652	1.08628638287053
wNT002	-64	220914	0uM	18	ch1	5088.5171	1.09884404311914
wNT002	-63	220914	0uM	18	ch1	5039.6699	1.08829569402485
wNT002	-62	220914	0uM	18	ch1	4889.1226	1.0557856325351
wNT002	-61	220914	0uM	18	ch1	4761.5806	1.02824346962333
wNT002	-60	220914	0uM	18	ch1	4703.8613	1.01577922754031
wNT002	-59	220914	0uM	18	ch1	4703.1011	1.01561506552117
wNT002	-58	220914	0uM	18	ch1	4710.0205	1.01710928108978
wNT002	-57	220914	0uM	18	ch1	4702.7778	1.01554525023468
wNT002	-56	220914	0uM	18	ch1	4670.0229	1.00847196620308
wNT002	-55	220914	0uM	18	ch1	4660.1011	1.00632939487773
wNT002	-54	220914	0uM	18	ch1	4649.2612	1.00398856368685
wNT002	-53	220914	0uM	18	ch1	4619.6792	0.997600454175815
wNT002	-52	220914	0uM	18	ch1	4611.3252	0.99579644272104
wNT002	-51	220914	0uM	18	ch1	4626.4995	0.999073269512779
wNT002	-50	220914	0uM	18	ch1	4636.9688	1.00133407117946
wNT002	-49	220914	0uM	18	ch1	4630.4775	0.999932302020212
wNT002	-48	220914	0uM	18	ch1	4625.502	0.998857863548434
wNT002	-47	220914	0uM	18	ch1	4637.0249	1.00134618574046
wNT002	-46	220914	0uM	18	ch1	4664.8364	1.0073519631614
wNT002	-45	220914	0uM	18	ch1	4669.8027	1.00842441493155
wNT002	-44	220914	0uM	18	ch1	4665.7832	1.00755642067222
wNT002	-43	220914	0uM	18	ch1	4658.291	1.0059385113328
wNT002	-42	220914	0uM	18	ch1	4635.2441	1.00096162940833
wNT002	-41	220914	0uM	18	ch1	4617.3062	0.997088014723794
wNT002	-40	220914	0uM	18	ch1	4627.9775	0.999392437447919
wNT002	-39	220914	0uM	18	ch1	4645.4326	1.00316179348625
wNT002	-38	220914	0uM	18	ch1	4672.6553	1.00904042200312
wNT002	-37	220914	0uM	18	ch1	4689.6294	1.01270590809774
wNT002	-36	220914	0uM	18	ch1	4687.7593	1.01230206780308
wNT002	-35	220914	0uM	18	ch1	4644.7646	1.00301754167254
wNT002	-34	220914	0uM	18	ch1	4575.5879	0.988079121849275
wNT002	-33	220914	0uM	18	ch1	4519.8096	0.97603403062018
wNT002	-32	220914	0uM	18	ch1	4510.0884	0.973934778028109
wNT002	-31	220914	0uM	18	ch1	4559.4873	0.98460226443621
wNT002	-30	220914	0uM	18	ch1	4599.3657	0.993213838580104
wNT002	-29	220914	0uM	18	ch1	4587.2446	0.990596337593215
wNT002	-28	220914	0uM	18	ch1	4570.1504	0.986904916404538
wNT002	-27	220914	0uM	18	ch1	4536.5757	0.97965459998239
wNT002	-26	220914	0uM	18	ch1	4485.3843	0.968600030675954
wNT002	-25	220914	0uM	18	ch1	4454.6401	0.961960948922556
wNT002	-24	220914	0uM	18	ch1	4454.6924	0.961972242889409
wNT002	-23	220914	0uM	18	ch1	4466.9893	0.964627707153022
wNT002	-22	220914	0uM	18	ch1	4500.8813	0.971946543186685
wNT002	-21	220914	0uM	18	ch1	4554.542	0.983534347528466
wNT002	-20	220914	0uM	18	ch1	4580.0542	0.989043600704968
wNT002	-19	220914	0uM	18	ch1	4520.4473	0.97617173927528
wNT002	-18	220914	0uM	18	ch1	4456.5586	0.962375240995334
wNT002	-17	220914	0uM	18	ch1	4442.8008	0.959404301470256
wNT002	-16	220914	0uM	18	ch1	4471.8564	0.965678737096945
wNT002	-15	220914	0uM	18	ch1	4567.356	0.986301477380211
wNT002	-14	220914	0uM	18	ch1	4660.0996	1.00632907095898
wNT002	-13	220914	0uM	18	ch1	4720.3496	1.01933980715125
wNT002	-12	220914	0uM	18	ch1	4681.4258	1.01093437489564
wNT002	-11	220914	0uM	18	ch1	4567.4507	0.98632192745021
wNT002	-10	220914	0uM	18	ch1	4503.5303	0.972518583687487
wNT002	-9	220914	0uM	18	ch1	4530.5947	0.978363027979635
wNT002	-8	220914	0uM	18	ch1	4538.0537	0.979973767917529
wNT002	-7	220914	0uM	18	ch1	4519.377	0.97594061245459
wNT002	-6	220914	0uM	18	ch1	4560.0928	0.98473301963562
wNT002	-5	220914	0uM	18	ch1	4663.9805	1.00716713512643
wNT002	-4	220914	0uM	18	ch1	4736.4463	1.02281582237558
wNT002	-3	220914	0uM	18	ch1	4764.0303	1.02877247212043
wNT002	-2	220914	0uM	18	ch1	4792.9634	1.03502045438308
wNT002	-1	220914	0uM	18	ch1	4775.3833	1.03122410511613
wNT002	0	220914	0uM	18	ch1	4749.2021	1.02557038418008
wNT002	1	220914	0uM	18	ch1	4748.0894	1.02533010125625
wNT002	2	220914	0uM	18	ch1	4750.5698	1.02586573329029
wNT002	3	220914	0uM	18	ch1	4753.8799	1.02658053557859
wNT002	4	220914	0uM	18	ch1	4794.1523	1.03527719237908
wNT002	5	220914	0uM	18	ch1	4841.8345	1.04557396458268
wNT002	6	220914	0uM	18	ch1	4805.5137	1.03773063931974
wNT002	7	220914	0uM	18	ch1	4786.4263	1.03360879490486
wNT002	8	220914	0uM	18	ch1	4754.1494	1.02663873297948
wNT002	9	220914	0uM	18	ch1	4708.396	1.0167584770907
wNT002	10	220914	0uM	18	ch1	4718.5312	1.01894713125594
wNT002	11	220914	0uM	18	ch1	4770.7969	1.03023369116638
wNT002	12	220914	0uM	18	ch1	4873.7363	1.05246302522763
wNT002	13	220914	0uM	18	ch1	4995.293	1.07871268756958
wNT002	14	220914	0uM	18	ch1	5055.6265	1.09174145523856
wNT002	15	220914	0uM	18	ch1	5000.4639	1.07982932185632
wNT002	16	220914	0uM	18	ch1	4911.1719	1.06054708690064
wNT002	17	220914	0uM	18	ch1	4837.2275	1.04457910214886
wNT002	18	220914	0uM	18	ch1	4783.4092	1.03295726474444
wNT002	19	220914	0uM	18	ch1	4769.3662	1.02992473746895
wNT002	20	220914	0uM	18	ch1	4800.1201	1.03656591389689
wNT002	21	220914	0uM	18	ch1	4823.0693	1.04152169791388
wNT002	22	220914	0uM	18	ch1	4882.167	1.05428359972748
wNT002	23	220914	0uM	18	ch1	4959.6802	1.07102225195351
wNT002	24	220914	0uM	18	ch1	5000.2476	1.07978261277353
wNT002	25	220914	0uM	18	ch1	4967.02	1.0726072511486
wNT002	26	220914	0uM	18	ch1	4899.0684	1.05793338656034
wNT002	27	220914	0uM	18	ch1	4847.6582	1.04683156830654
wNT002	28	220914	0uM	18	ch1	4825.8438	1.04212083961621
wNT002	29	220914	0uM	18	ch1	4834.3828	1.04396480104933
wNT002	30	220914	0uM	18	ch1	4847.9907	1.04690337029466
wNT002	31	220914	0uM	18	ch1	4876.7163	1.0531065437978
wNT002	32	220914	0uM	18	ch1	4875.0889	1.05275511355582
wNT002	33	220914	0uM	18	ch1	4873.1885	1.05234473010255
wNT002	34	220914	0uM	18	ch1	4839.0039	1.04496270831934
wNT002	35	220914	0uM	18	ch1	4777.772	1.03173993491767
wNT002	36	220914	0uM	18	ch1	4735.1157	1.02252848485562
wNT002	37	220914	0uM	18	ch1	4750.5332	1.02585782967295
wNT002	38	220914	0uM	18	ch1	4769.1177	1.02987107493047
wNT002	39	220914	0uM	18	ch1	4802.022	1.03697662126891
wNT002	40	220914	0uM	18	ch1	4862.2378	1.04997997211382
wNT002	41	220914	0uM	18	ch1	4944.334	1.06770830407378
wNT002	42	220914	0uM	18	ch1	5048.0796	1.0901117336623
wNT002	43	220914	0uM	18	ch1	5056.9233	1.0920214937895
wNT002	44	220914	0uM	18	ch1	4965.4888	1.07227659489536
wNT002	45	220914	0uM	18	ch1	4849.9458	1.04732556598477
wNT002	46	220914	0uM	18	ch1	4744.7969	1.02461909961454
wNT002	47	220914	0uM	18	ch1	4697.3232	1.01436735211627
wNT002	48	220914	0uM	18	ch1	4725.022	1.02034879244228
wNT002	49	220914	0uM	18	ch1	4786.1372	1.03354636496572
wNT002	50	220914	0uM	18	ch1	4877.6201	1.05330171563798
wNT002	51	220914	0uM	18	ch1	4983.1787	1.07609665501432
wNT002	52	220914	0uM	18	ch1	5060.0068	1.09268736275296
wNT002	53	220914	0uM	18	ch1	5027.7114	1.08571330582975
wNT002	54	220914	0uM	18	ch1	4990.0693	1.07758465134306
wNT002	55	220914	0uM	18	ch1	5001.8174	1.08012160453576
wNT002	56	220914	0uM	18	ch1	5056.4683	1.09192323843734
wNT002	57	220914	0uM	18	ch1	5078.8413	1.0967545944677
wNT002	58	220914	0uM	18	ch1	4961.1943	1.07134921553308
wNT002	59	220914	0uM	18	ch1	4832.3877	1.04353396752606
wNT002	60	220914	0uM	18	ch1	4730.0479	1.02143411458383
wNT002	61	220914	0uM	18	ch1	4700.1064	1.01496837254731
wNT002	62	220914	0uM	18	ch1	4746.9321	1.02508018714844
wNT002	63	220914	0uM	18	ch1	4827.0796	1.04238770547159
wNT002	64	220914	0uM	18	ch1	4878.3276	1.05345449731194
wNT002	65	220914	0uM	18	ch1	4875.9312	1.05293700472752
wNT002	66	220914	0uM	18	ch1	4795.0342	1.0354676350056
wNT002	67	220914	0uM	18	ch1	4745.3628	1.02474130335912
wNT002	68	220914	0uM	18	ch1	4759.9419	1.02788959919349
wNT002	69	220914	0uM	18	ch1	4838.9424	1.04494942765087
wNT002	70	220914	0uM	18	ch1	4896.771	1.05743727261299
wNT002	71	220914	0uM	18	ch1	4858.3838	1.04914771688918
wNT002	72	220914	0uM	18	ch1	4754.1245	1.02663335592834
wNT002	73	220914	0uM	18	ch1	4684.499	1.01159801961707
wNT002	74	220914	0uM	18	ch1	4641.7012	1.00235601322023
wNT002	75	220914	0uM	18	ch1	4633.6543	1.00061831872952
wNT002	76	220914	0uM	18	ch1	4618.7422	0.997398112934119
wNT002	77	220914	0uM	18	ch1	4645.8345	1.00324858211489
wNT002	78	220914	0uM	18	ch1	4723.5933	1.02004027063651
wNT002	79	220914	0uM	18	ch1	4773.7207	1.03086507358097
wNT002	80	220914	0uM	18	ch1	4762.4863	1.02843905176058
wNT002	81	220914	0uM	18	ch1	4778.4092	1.03187753559985
wNT002	82	220914	0uM	18	ch1	4832.3931	1.04353513363354
wNT002	83	220914	0uM	18	ch1	4903.605	1.05891304640781
wNT002	84	220914	0uM	18	ch1	4978.2749	1.07503769985848
wNT002	85	220914	0uM	18	ch1	5023.2344	1.08474651635368
wNT002	86	220914	0uM	18	ch1	5012.4858	1.08242540101698
wNT002	87	220914	0uM	18	ch1	4950.0747	1.06894798429385
wNT002	88	220914	0uM	18	ch1	4886.7642	1.05527634589218
wNT002	89	220914	0uM	18	ch1	4845.1118	1.04628168384779
wNT002	90	220914	0uM	18	ch1	4773.8633	1.03089586745618
wNT002	91	220914	0uM	18	ch1	4698.1245	1.01454038950898
wNT002	92	220914	0uM	18	ch1	4619.5659	0.997575987513398
wNT002	93	220914	0uM	18	ch1	4603.6284	0.99413435086503
wNT002	94	220914	0uM	18	ch1	4626.8911	0.999157833899383
wNT002	95	220914	0uM	18	ch1	4590.1782	0.991229836276927
wNT002	96	220914	0uM	18	ch1	4475.207	0.966402285191315
wNT002	97	220914	0uM	18	ch1	4433.8062	0.957461955117477
wNT002	98	220914	0uM	18	ch1	4497.4575	0.971207187857638
wNT002	99	220914	0uM	18	ch1	4522.9116	0.976703894581481
wNT002	100	220914	0uM	18	ch1	4496.6602	0.971035014248243
wNT002	101	220914	0uM	18	ch1	4468.3008	0.964910920107647
wNT002	102	220914	0uM	18	ch1	4450.2334	0.961009340438267
wNT002	103	220914	0uM	18	ch1	4466.3696	0.964493885522842
wNT002	104	220914	0uM	18	ch1	4516.9346	0.975413186362043
wNT002	105	220914	0uM	18	ch1	4577.7168	0.988538848924457
wNT002	106	220914	0uM	18	ch1	4677.3159	1.01004685913337
wNT002	107	220914	0uM	18	ch1	4769.7534	1.03000835169391
wNT002	108	220914	0uM	18	ch1	4768.8032	1.02980315996727
wNT002	109	220914	0uM	18	ch1	4669.7139	1.00840523894194
wNT002	110	220914	0uM	18	ch1	4563.7749	0.985528153772276
wNT002	111	220914	0uM	18	ch1	4463.9414	0.963969525861065
wNT002	112	220914	0uM	18	ch1	4371.5874	0.94402606477724
wNT002	113	220914	0uM	18	ch1	4337.4678	0.936658079472915
wNT002	114	220914	0uM	18	ch1	4367.9395	0.943238315987933
wNT002	115	220914	0uM	18	ch1	4401.498	0.950485134087653
wNT002	116	220914	0uM	18	ch1	4407.394	0.951758350694949
wNT002	117	220914	0uM	18	ch1	4386.5581	0.947258924998212
wNT002	118	220914	0uM	18	ch1	4351.9399	0.939783269103588
wNT002	119	220914	0uM	18	ch1	4299.5249	0.92846446848089
wNT002	120	220914	0uM	18	ch1	4288.8423	0.926157605568899
wNT002	121	220914	0uM	18	ch1	4278.3555	0.923893024850209
wNT002	122	220914	0uM	18	ch1	4264.9053	0.920988510262106
wNT002	123	220914	0uM	18	ch1	4260.2637	0.919986176102604
wNT002	124	220914	0uM	18	ch1	4255.6753	0.9189953302612
wNT002	125	220914	0uM	18	ch1	4268.478	0.921760019925079
wNT002	126	220914	0uM	18	ch1	4276.5664	0.923506676167693
wNT002	127	220914	0uM	18	ch1	4256.7114	0.919219071734541
wNT002	128	220914	0uM	18	ch1	4269.6963	0.922023106728449
wNT002	129	220914	0uM	18	ch1	4312.9941	0.931373086039743
wNT002	130	220914	0uM	18	ch1	4353.1294	0.940040136667085
wNT002	131	220914	0uM	18	ch1	4343.6802	0.93799962134048
wNT002	132	220914	0uM	18	ch1	4276.561	0.923505510060217
wNT002	133	220914	0uM	18	ch1	4191.3525	0.905105089896921
wNT002	134	220914	0uM	18	ch1	4135.5342	0.893051360834669
wNT002	135	220914	0uM	18	ch1	4097.1533	0.884763165569579
wNT002	136	220914	0uM	18	ch1	4079.708	0.880995925800368
wNT002	137	220914	0uM	18	ch1	4085.7329	0.882296977825012
wNT002	138	220914	0uM	18	ch1	4125.5815	0.890902116783204
wNT002	139	220914	0uM	18	ch1	4166.0312	0.899637060779159
wNT002	140	220914	0uM	18	ch1	4146.1978	0.895354120775911
wNT002	141	220914	0uM	18	ch1	4104.5371	0.886357666381138
wNT002	142	220914	0uM	18	ch1	4067.0735	0.878267558224913
wNT002	143	220914	0uM	18	ch1	4052.4463	0.875108875396175
wNT002	144	220914	0uM	18	ch1	4086.9304	0.88255557295514
wNT002	145	220914	0uM	18	ch1	4086.0283	0.882360768222874
wNT002	146	220914	0uM	18	ch1	4045.7744	0.873668106420222
wNT002	147	220914	0uM	18	ch1	4035.6394	0.871479495444145
wNT002	148	220914	0uM	18	ch1	4063.5967	0.877516757766934
wNT002	149	220914	0uM	18	ch1	4128.5122	0.891534989224012
wNT002	150	220914	0uM	18	ch1	4219.9023	0.911270300123343
wNT002	151	220914	0uM	18	ch1	4271.4448	0.922400688010311
wNT002	152	220914	0uM	18	ch1	4284.3691	0.925191636686986
wNT002	153	220914	0uM	18	ch1	4252.6138	0.91833421210597
wNT002	154	220914	0uM	18	ch1	4196.7002	0.906259903406222
wNT002	155	220914	0uM	18	ch1	4150.3389	0.89624837404804
wNT002	156	220914	0uM	18	ch1	4147.0386	0.895535688028865
wNT002	157	220914	0uM	18	ch1	4181.6094	0.903001108091197
wNT002	158	220914	0uM	18	ch1	4221.7314	0.911665286639016
wNT002	159	220914	0uM	18	ch1	4232.8506	0.914066431499912
wNT002	160	220914	0uM	18	ch1	4203.416	0.907710152404064
wNT002	161	220914	0uM	18	ch1	4146.9028	0.895506362585298
wNT002	162	220914	0uM	18	ch1	4113.5239	0.888298328356452
wNT002	163	220914	0uM	18	ch1	4127.9702	0.891417946584739
wNT002	164	220914	0uM	18	ch1	4092.4148	0.883739906259254
wNT002	165	220914	0uM	18	ch1	4029.8169	0.870222150855275
wNT002	166	220914	0uM	18	ch1	3956.6462	0.854421243391319
wNT002	-166	231112	0uM	04	ch2	10399.8857	0.827322048949319
wNT002	-165	231112	0uM	04	ch2	10410.7529	0.828186546351472
wNT002	-164	231112	0uM	04	ch2	10359.3174	0.824094797223044
wNT002	-163	231112	0uM	04	ch2	10311.6045	0.820299184912678
wNT002	-162	231112	0uM	04	ch2	10299.3135	0.819321422695192
wNT002	-161	231112	0uM	04	ch2	10265.0654	0.816596949649818
wNT002	-160	231112	0uM	04	ch2	10239.665	0.814576320618084
wNT002	-159	231112	0uM	04	ch2	10227.0146	0.813569967745569
wNT002	-158	231112	0uM	04	ch2	10321.0498	0.821050568646534
wNT002	-157	231112	0uM	04	ch2	10538.0127	0.838310199776325
wNT002	-156	231112	0uM	04	ch2	10690.2881	0.850423870980671
wNT002	-155	231112	0uM	04	ch2	10690.5293	0.850443058699071
wNT002	-154	231112	0uM	04	ch2	10580.9609	0.841726775097214
wNT002	-153	231112	0uM	04	ch2	10380.3652	0.825769172261788
wNT002	-152	231112	0uM	04	ch2	10205.8066	0.8118828486252
wNT002	-151	231112	0uM	04	ch2	10145.1582	0.807058203431888
wNT002	-150	231112	0uM	04	ch2	10123.4775	0.805333480520111
wNT002	-149	231112	0uM	04	ch2	10226.0146	0.813490416674257
wNT002	-148	231112	0uM	04	ch2	10325.0273	0.821366983032675
wNT002	-147	231112	0uM	04	ch2	10353.877	0.823662007574682
wNT002	-146	231112	0uM	04	ch2	10395.4932	0.826972620868585
wNT002	-145	231112	0uM	04	ch2	10436.2422	0.830214247473446
wNT002	-144	231112	0uM	04	ch2	10489.6748	0.83446486804639
wNT002	-143	231112	0uM	04	ch2	10546.5283	0.838987624879183
wNT002	-142	231112	0uM	04	ch2	10523.3281	0.837142024114548
wNT002	-141	231112	0uM	04	ch2	10465.7646	0.832562786021124
wNT002	-140	231112	0uM	04	ch2	10504.0029	0.835604683751244
wNT002	-139	231112	0uM	04	ch2	10552.0781	0.839429117414746
wNT002	-138	231112	0uM	04	ch2	10566.1143	0.840545712161885
wNT002	-137	231112	0uM	04	ch2	10626.7207	0.845367016210201
wNT002	-136	231112	0uM	04	ch2	10776.9658	0.857319174874464
wNT002	-135	231112	0uM	04	ch2	10904.1396	0.867435986907184
wNT002	-134	231112	0uM	04	ch2	10960.7334	0.871938084326757
wNT002	-133	231112	0uM	04	ch2	10894.9619	0.866705891040011
wNT002	-132	231112	0uM	04	ch2	10850.6514	0.863180943294675
wNT002	-131	231112	0uM	04	ch2	10839.4258	0.862287934788563
wNT002	-130	231112	0uM	04	ch2	10891.4268	0.866424670047818
wNT002	-129	231112	0uM	04	ch2	10971.7119	0.872811435763148
wNT002	-128	231112	0uM	04	ch2	11040.5244	0.878285543857751
wNT002	-127	231112	0uM	04	ch2	11060.3584	0.879863359806138
wNT002	-126	231112	0uM	04	ch2	11081.4697	0.881542786337911
wNT002	-125	231112	0uM	04	ch2	11191.6611	0.890308630257195
wNT002	-124	231112	0uM	04	ch2	11285.9775	0.897811600919413
wNT002	-123	231112	0uM	04	ch2	11399.7373	0.906861314881565
wNT002	-122	231112	0uM	04	ch2	11552.5186	0.919015230972887
wNT002	-121	231112	0uM	04	ch2	11706.3936	0.931256152070902
wNT002	-120	231112	0uM	04	ch2	11948.2412	0.950495387744951
wNT002	-119	231112	0uM	04	ch2	12172.2051	0.968311955924992
wNT002	-118	231112	0uM	04	ch2	12239.126	0.973635585213103
wNT002	-117	231112	0uM	04	ch2	12195.0361	0.970128186434098
wNT002	-116	231112	0uM	04	ch2	12085.4355	0.961409341287745
wNT002	-115	231112	0uM	04	ch2	12032.6582	0.957210850531831
wNT002	-114	231112	0uM	04	ch2	12023.9629	0.956519130101459
wNT002	-113	231112	0uM	04	ch2	12043.8428	0.958100597444019
wNT002	-112	231112	0uM	04	ch2	12061.5537	0.959509518512905
wNT002	-111	231112	0uM	04	ch2	12120.0537	0.964163256184611
wNT002	-110	231112	0uM	04	ch2	12218.8535	0.972022886119946
wNT002	-109	231112	0uM	04	ch2	12335.4844	0.981300999162939
wNT002	-108	231112	0uM	04	ch2	12474.3994	0.992351836234138
wNT002	-107	231112	0uM	04	ch2	12540.7129	0.997627146201535
wNT002	-106	231112	0uM	04	ch2	12600.9717	1.00242079829746
wNT002	-105	231112	0uM	04	ch2	12703.0996	1.01054518215323
wNT002	-104	231112	0uM	04	ch2	12883.0771	1.02486258509015
wNT002	-103	231112	0uM	04	ch2	13198.5195	1.04995636594713
wNT002	-102	231112	0uM	04	ch2	13405.3105	1.06640681153465
wNT002	-101	231112	0uM	04	ch2	13443.582	1.06945135036034
wNT002	-100	231112	0uM	04	ch2	13338.3789	1.06108233105008
wNT002	-99	231112	0uM	04	ch2	13177.6279	1.04829441678573
wNT002	-98	231112	0uM	04	ch2	12949.7588	1.030167185762
wNT002	-97	231112	0uM	04	ch2	12689.0107	1.00942439506463
