Image ID,set-3_mRNA total molecules,erm-1_mRNA total molecules,set-3_mRNA in gfp mask,erm-1_mRNA in gfp mask,gfp_mask_area_pixels,image_area_pixels,gfp_mask_fraction,embryo_area_pixels
240106_LP306_UNC-116_RNAi_10,711,1764,118.0,401.0,15912,1048576,0.01517486572265625,68744
