Image ID,set 3_mRNA total molecules,erm 1_mRNA total molecules,set 3_mRNA in gfp mask,erm 1_mRNA in gfp mask,gfp_mask_area_pixels,image_area_pixels,gfp_mask_fraction,embryo_area_pixels
230828_L4440_RNAi_05,1080,3102,142.0,860.0,20063,1048576,0.019133567810058594,101184
