Image ID,set-3_mRNA total molecules,erm-1_mRNA total molecules,set-3_mRNA in gfp mask,erm-1_mRNA in gfp mask,gfp_mask_area_pixels,image_area_pixels,gfp_mask_fraction,embryo_area_pixels
231107_LP306_BMK-1_06,1282,2845,163.0,797.0,21429,1048576,0.02043628692626953,109434
