Image ID,set 3_mRNA total molecules,erm 1_mRNA total molecules,set 3_mRNA in gfp mask,erm 1_mRNA in gfp mask,gfp_mask_area_pixels,image_area_pixels,gfp_mask_fraction,embryo_area_pixels
230408_BMk-1_RNAi_LP306_02,552,2431,108.0,685.0,21875,1048576,0.02086162567138672,74546
