Image ID,set-3_mRNA total molecules,erm-1_mRNA total molecules,set-3_mRNA in gfp mask,erm-1_mRNA in gfp mask,gfp_mask_area_pixels,image_area_pixels,gfp_mask_fraction,embryo_area_pixels
220922_LP306_dhc-1_rnai_rep3_21,170,1844,24.0,328.0,13732,1048576,0.013095855712890625,93651
