Image ID,set-3_mRNA total molecules,erm-1_mRNA total molecules,set-3_mRNA in gfp mask,erm-1_mRNA in gfp mask,gfp_mask_area_pixels,image_area_pixels,gfp_mask_fraction,embryo_area_pixels
240120_LP306_UNC-116_02,0,0,441.0,1139.0,21804,1048576,0.020793914794921875,89342
